Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_900.jpg;0;0;0;1.525667;104.8889;93.19352;359.1082;54.182;-0.002005917
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_967.jpg;0;0;0.2017636;1.507189;104.9581;93.2895;359.0194;54.18254;-0.001852827
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_033.jpg;0;0;0.4001753;1.456445;105.0067;93.35686;358.8685;54.18401;0.003070449
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_100.jpg;0;0;0.6022952;1.340787;105.0514;93.41852;358.6599;54.18041;-0.003357102
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_166.jpg;0;0;0.8005478;1.225071;105.1084;93.49718;358.6424;54.18804;359.9938
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_233.jpg;0;0;1;1.14855;105.1466;93.55001;358.7083;54.20595;0.003615262
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_299.jpg;0;0;1;0.8725268;105.1759;93.58981;358.5926;54.20436;-0.004782975
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_367.jpg;0;0;1;0.6746242;105.2051;93.62822;358.4057;54.01768;359.9916
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_433.jpg;0;0;0;0.4754647;105.2218;93.64991;358.3833;53.93955;0.003659289
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_499.jpg;0;0;0;0.4506933;105.2421;93.67609;358.7543;53.87074;-0.003168275
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_566.jpg;0;0;0.1003135;0.4322091;105.2672;93.71004;359.2374;53.82498;0.02693225
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_633.jpg;0;0;0.2996276;0.3117377;105.2735;93.71868;359.1364;53.75648;0.03988742
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_699.jpg;0;0;0;0.08069009;105.2736;93.71878;358.8666;53.75587;0.0177974
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_766.jpg;0;0;0;0.05750799;105.2736;93.71892;358.6773;53.75895;359.9881
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_833.jpg;0;0;0;0;105.2736;93.71894;358.7488;53.76498;0.01707498
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_900.jpg;0;0;0;-0.04936774;105.2736;93.71887;358.9122;53.76482;0.04307136
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_47_966.jpg;0;0;0;-0.0535568;105.2735;93.71879;359.1516;53.76499;0.06399381
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_033.jpg;0;0;0;-0.0547676;105.2735;93.71872;359.3354;53.76494;0.07651511
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_099.jpg;0;0;0;-0.05465758;105.2735;93.71865;359.5185;53.76479;0.08629202
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_166.jpg;0;0;0;-0.05338133;105.2734;93.71857;359.7558;53.76446;0.09513954
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_232.jpg;0;0;0;-0.05118612;105.2734;93.71853;359.9247;53.76418;0.09876872
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_299.jpg;0;0;0;-0.04701716;105.2733;93.71848;0.08276296;53.76388;0.0999902
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_366.jpg;0;0;0;-0.04311012;105.2733;93.71841;0.2728748;53.76353;0.09821141
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_433.jpg;0;0;0;-0.0386705;105.2733;93.71838;0.3976766;53.76332;0.09461462
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_500.jpg;0;0;0;-0.03214015;105.2732;93.71835;0.5057696;53.76316;0.08935348
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_566.jpg;0;0;0;-0.02558694;105.2732;93.71832;0.615424;53.76299;0.07277708
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_632.jpg;0;0;0;-0.01951828;105.2732;93.71832;0.6709082;53.763;0.05305322
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_699.jpg;0;0;0;-0.01269457;105.2732;93.71831;0.7078452;53.76318;0.0320935
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_766.jpg;0;0;0;0;105.2732;93.71832;0.7285668;53.76345;0.002481493
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_832.jpg;0;0;0;0;105.2731;93.71832;0.7239015;53.76374;359.9846
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_899.jpg;0;0;0;0;105.2731;93.71832;0.7037163;53.76387;359.9709
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_48_966.jpg;0;0;0;0.01026685;105.2731;93.71835;0.6576642;53.76387;359.9562
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_033.jpg;0;0;0;0.01310829;105.2732;93.71836;0.6113244;53.76387;359.9473
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_099.jpg;0;0;0;0.01635451;105.2732;93.71838;0.5566198;53.76385;359.9403
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_166.jpg;0;0;0;0.01828144;105.2732;93.71841;0.473533;53.76384;359.9338
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_233.jpg;0;0;0;0.01974453;105.2732;93.71842;0.4057648;53.76382;359.931
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_299.jpg;0;0;0;0.02097053;105.2732;93.71845;0.3351347;53.76381;359.9299
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_366.jpg;0;0;0;0.02136094;105.2732;93.71848;0.2392007;53.76379;359.9308
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_49_433.jpg;0;0;0;0.02132216;105.2732;93.7185;0.1678192;53.76379;359.933
