Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_45_900.jpg;0;0;0;2.071434;103.8563;91.76448;359.379;54.17695;359.9301
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_45_966.jpg;0;0;0;2.064277;103.9529;91.89821;359.3737;54.17733;359.9604
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_033.jpg;0;0;0.102196;2.057149;104.0247;91.99771;359.3625;54.17736;359.9816
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_099.jpg;0;0;0.3006274;2.009737;104.0945;92.09473;359.3063;54.1842;0.02042967
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_165.jpg;0;0;0.4990267;1.932066;104.1609;92.18602;359.1395;54.17436;0.022547
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_232.jpg;0;0;0;1.813814;104.2427;92.29826;358.756;54.15243;359.9879
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_299.jpg;0;0;0;1.796248;104.3049;92.38477;358.6938;54.17544;-0.003357991
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_367.jpg;0;0;0;1.780071;104.3907;92.50356;358.9306;54.18785;0.004241806
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_433.jpg;0;0;0.2007725;1.766018;104.4543;92.59147;359.1288;54.18484;0.001071183
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_500.jpg;0;0;0.4000076;1.693906;104.5145;92.67483;359.2018;54.18488;0.004762545
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_566.jpg;0;0;0;1.658422;104.5924;92.78277;359.2314;54.18488;0.009087023
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_633.jpg;0;0;0;1.652587;104.6508;92.86356;359.2697;54.18193;0.005036819
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_699.jpg;0;0;0.1011099;1.644401;104.709;92.94414;359.3189;54.18;-0.003946233
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_766.jpg;0;0;0.3000923;1.607648;104.7833;93.04707;359.2774;54.1797;359.9869
C:\Users\RKTHINKPAD\Documents\Repos\Python Projects\Robotics\recorded_dataset\IMG\robocam_2018_01_24_21_17_46_832.jpg;0;0;0;1.537515;104.8358;93.12033;359.1725;54.18751;0.00451197
